,Income_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,F,M,College,Doctorate,Graduate,High School,Post-Graduate,Uneducated,Divorced,Married,Single,Blue,Gold,Silver
8828,0.504950495049505,0.4984984984984985,0.0,0.7352352352352352,0.6691691691691692,0.8686029713522724,0.5440440440440439,0.9681105500930107,0.9674674674674675,0.29229229229229226,0.2822822822822823,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8834,0.3069306930693069,0.1126126126126126,0.0,0.7352352352352352,0.11211211211211211,0.8667470141924771,0.44244244244244246,0.9791695600672888,0.9604604604604605,0.5795795795795795,0.39885145419391993,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8837,1.0,0.6966966966966966,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.8908246825553493,0.6111111111111112,0.9807317823101362,0.8483483483483483,0.3178178178178178,0.45145145145145144,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8840,0.504950495049505,0.7592592592592593,0.0,0.3788788788788789,0.34184184184184185,0.8288313903895365,0.31681681681681684,0.994066235582481,0.9304304304304305,0.6676676676676676,0.44573082489146165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8841,0.504950495049505,0.9734734734734735,0.0,0.3788788788788789,0.6691691691691692,0.5742088632203471,0.2872872872872873,0.971467322096253,0.9904904904904905,0.27877877877877877,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8843,1.0,0.8613613613613613,0.0,1.0,0.11211211211211211,0.9429706735001053,0.25675675675675674,0.9656198668273765,0.8268268268268268,0.2757757757757758,0.3063063063063063,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8844,0.3069306930693069,0.7287287287287287,0.0,0.1091091091091091,0.6691691691691692,0.7215724165988608,0.2872872872872873,0.9537369447469872,0.9834834834834835,0.14820907864386126,0.5640640640640641,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8849,0.3069306930693069,0.2982982982982983,0.0,0.3788788788788789,0.6691691691691692,0.578324403567122,0.7077077077077077,0.9769269269269268,0.9174174174174174,0.6261261261261262,0.7767658747856769,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8851,0.3069306930693069,0.13413413413413414,0.0,0.3788788788788789,0.34184184184184185,0.7422184732180515,0.2542542542542543,0.9621226564982522,0.9524524524524525,0.40040040040040037,0.45795795795795796,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8853,0.3069306930693069,0.6656656656656657,0.0,0.1091091091091091,0.11211211211211211,0.14314314314314314,0.44844844844844844,0.9699703028417765,0.9674674674674675,0.29229229229229226,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8854,0.504950495049505,0.4984984984984985,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.41885836562475365,0.7467467467467468,0.9880343690855447,0.996996996996997,0.18518518518518517,0.7347347347347347,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8855,0.3069306930693069,0.4984984984984985,0.0,0.7352352352352352,0.34184184184184185,0.730164893652632,0.3773773773773774,0.9527640235655502,0.9174174174174174,0.4154154154154154,0.5869898589563862,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8858,0.3069306930693069,0.3633633633633634,0.0,0.7352352352352352,0.6691691691691692,0.17117117117117117,0.6091091091091092,0.974790760044876,0.513013013013013,0.7987987987987988,0.7067067067067067,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8860,0.702970297029703,0.7857857857857857,0.11411411411411411,0.1091091091091091,0.6691691691691692,0.776776104245947,0.38488488488488487,0.9641199288497502,0.9674674674674675,0.48348348348348347,0.4994994994994995,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8861,0.0,0.8378378378378378,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.7221698487549189,0.46946946946946944,0.9809923737707972,0.993993993993994,0.5285285285285285,0.5255255255255256,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8862,0.504950495049505,0.6336336336336337,0.0,0.3788788788788789,0.34184184184184185,0.8769467235272128,0.42342342342342343,0.9905528530577918,0.999112426035503,0.4512846179512846,0.3203203203203203,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8865,1.0,0.7287287287287287,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.7723405174380286,0.38038038038038036,0.975975975975976,0.9834834834834835,0.464964964964965,0.527415143603133,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8867,1.0,0.4984984984984985,0.0,0.3788788788788789,0.6691691691691692,0.7329574819910368,0.7317317317317317,0.9779650216365955,0.9039039039039038,0.4419419419419419,0.47847847847847846,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8868,0.0,0.7287287287287287,0.0,0.7352352352352352,0.11211211211211211,0.8695638698425335,0.5495495495495496,0.9749796568217403,0.9039039039039038,0.37237237237237236,0.3537859007832901,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8871,0.0,0.4984984984984985,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.9714584958994221,0.7527527527527528,0.9838195335710367,0.8693693693693694,0.35435435435435436,0.2852852852852853,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8873,0.504950495049505,0.4984984984984985,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.9765893016587417,0.3633633633633634,0.9539967568004951,0.9174174174174174,0.34634634634634637,0.3178178178178178,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8874,0.3069306930693069,0.7592592592592593,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.6736736736736737,0.58008008008008,0.9523722999817817,0.9039039039039038,0.2157157157157157,0.6496496496496497,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8875,0.3069306930693069,0.2982982982982983,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.10023940355693904,0.6066066066066066,0.9592217276613398,0.9174174174174174,0.484984984984985,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8876,0.3069306930693069,0.4984984984984985,0.0,0.1091091091091091,0.34184184184184185,0.47924053853377674,0.5740740740740741,0.9616352508494221,0.9904904904904905,0.2062062062062062,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8878,0.3069306930693069,0.6656656656656657,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.31939370801490885,0.6856856856856857,0.9824093398450461,0.6476476476476476,0.545045045045045,0.7357357357357357,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8880,0.0,0.2122122122122122,0.7027027027027026,0.7352352352352352,0.6691691691691692,0.8666759561380467,0.8413413413413413,0.7882882882882882,0.43093093093093093,0.05645645645645646,0.46446446446446443,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8881,1.0,0.9034034034034034,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.9243485051329562,0.9289289289289289,0.8277729006205823,0.3683683683683684,0.06908736566755436,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8882,0.504950495049505,0.06306306306306306,0.7027027027027026,0.3788788788788789,0.6691691691691692,0.9751943746521663,0.8678678678678678,0.8137337253254935,0.482982982982983,0.12122081522712437,0.25028545329984014,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
8883,0.3069306930693069,0.6656656656656657,0.0,0.3788788788788789,0.34184184184184185,0.942543853677355,0.4519519519519519,0.9681105500930107,0.8868868868868869,0.1896896896896897,0.35935935935935936,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
8884,0.0,0.6656656656656657,0.0,0.1091091091091091,0.6691691691691692,0.8198198198198198,0.5525525525525525,0.9920116417461226,0.7882882882882882,0.47047047047047047,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8885,1.0,0.4984984984984985,0.0,0.3788788788788789,0.6691691691691692,0.9068620824016126,0.7150608368683028,0.9731222895203938,0.8268268268268268,0.4874874874874875,0.3883883883883884,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8886,0.3069306930693069,0.18568568568568566,0.0,0.1091091091091091,0.11211211211211211,0.6171347607673286,0.9037404238409263,0.9967870325987652,0.8868868868868869,0.39789789789789787,0.6062729396062729,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8888,1.0,0.6656656656656657,0.4974974974974975,0.3788788788788789,0.34184184184184185,0.9139002570504263,0.8608608608608609,0.8748748748748749,0.3313313313313313,0.14214214214214213,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8895,0.3069306930693069,0.18568568568568566,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.7665437252657593,0.3513513513513513,0.9628376231331426,0.994994994994995,0.1061061061061061,0.38238238238238237,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8899,1.0,0.18568568568568566,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.830651440412041,0.6501501501501501,0.9790236669583067,0.8868868868868869,0.6906906906906907,0.44844844844844844,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8901,0.3069306930693069,0.6966966966966966,0.0,0.3788788788788789,0.6691691691691692,0.8108070574045947,0.622122122122122,0.9825109899653321,0.7882882882882882,0.22157413408223517,0.43243243243243246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8904,0.3069306930693069,0.6336336336336337,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.953953953953954,0.4394394394394394,0.959108705215082,0.994994994994995,0.24024024024024024,0.35235235235235235,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
8910,0.3069306930693069,0.2702702702702703,0.0,0.3788788788788789,0.11211211211211211,0.7798008187205963,0.4984984984984985,0.9674723583518371,0.9304304304304305,0.22756089422756087,0.35835835835835833,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8914,1.0,0.6966966966966966,0.11411411411411411,0.1091091091091091,0.6691691691691692,0.23523523523523523,0.6196196196196196,0.9979722263700165,0.9924924924924925,0.7389033942558747,0.7567567567567568,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8915,1.0,0.3633633633633634,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.6921354020134075,0.3213213213213213,0.9772239881418816,0.8483483483483483,0.5315315315315315,0.3963963963963964,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8920,0.0,0.1126126126126126,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.9404346221066479,0.25825825825825827,0.9588810632842757,0.9604604604604605,0.0905905905905906,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8923,0.504950495049505,0.3633633633633634,0.0,1.0,0.6691691691691692,0.6876876876876877,0.3148148148148148,0.9736639279767242,0.9794794794794794,0.5615615615615616,0.5675675675675675,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8925,1.0,0.4984984984984985,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.9731497087407447,0.25125125125125125,0.9821721562310455,0.986986986986987,0.26876876876876876,0.3148148148148148,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8927,0.3069306930693069,0.4984984984984985,0.0,0.3788788788788789,0.6691691691691692,0.7235436161675581,0.5525525525525525,0.9635371000362407,0.995995995995996,0.35835835835835833,0.5005005005005005,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8937,0.702970297029703,0.3633633633633634,0.0,0.3788788788788789,0.6691691691691692,0.7719634029029568,0.38288288288288286,0.9620273276136001,0.9794794794794794,0.25825825825825827,0.46296296296296297,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8939,0.702970297029703,0.2702702702702703,0.0,0.3788788788788789,0.11211211211211211,0.6078635631608363,0.8588588588588588,0.9984737547695164,0.9039039039039038,0.512012012012012,0.6596596596596597,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8940,0.0,0.8828828828828829,0.7027027027027026,0.7352352352352352,0.34184184184184185,0.9648502623340021,0.9303328448065291,0.889425384723987,0.482982982982983,0.12122081522712437,0.3808808808808809,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8943,1.0,0.3303303303303303,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.6638032510407309,0.22872872872872874,0.971467322096253,0.9988096863096861,0.12862862862862862,0.48648648648648646,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8944,0.3069306930693069,0.8123123123123124,0.11411411411411411,0.1091091091091091,0.11211211211211211,0.7452111236886535,0.5515515515515516,0.9675499138039854,0.9794794794794794,0.4940549758068006,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8945,0.3069306930693069,0.3303303303303303,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.7983701696915776,0.6501501501501501,0.9906606078079804,0.9739739739739739,0.5195195195195195,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8947,0.504950495049505,0.3633633633633634,0.0,0.1091091091091091,0.11211211211211211,0.5103146500205324,0.24524524524524524,0.9730681256747608,0.6856856856856857,0.39289289289289286,0.8908908908908909,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8948,0.3069306930693069,0.4984984984984985,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.7317495783067893,0.23823823823823823,0.9663153120100034,0.986986986986987,0.19519519519519518,0.5144087686612309,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
8950,0.504950495049505,0.2702702702702703,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.7561552922933721,0.48698698698698695,0.9774462981902958,0.9604604604604605,0.15765765765765766,0.5205205205205206,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8952,0.702970297029703,0.13413413413413414,0.11411411411411411,0.3788788788788789,0.34184184184184185,0.30055806537337226,0.8698698698698699,0.8028028028028028,0.31931931931931934,0.3003003003003003,0.9868078458600937,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8953,0.3069306930693069,0.2122122122122122,0.0,0.1091091091091091,0.6691691691691692,0.18518518518518517,0.7832832832832832,0.9940334164160879,0.996996996996997,0.13263263263263264,0.6076076076076076,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8955,0.702970297029703,1.0,0.0,0.7352352352352352,0.6691691691691692,0.7042310712131474,0.5235235235235235,0.9829854182545942,0.9739739739739739,0.5195195195195195,0.6186186186186187,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8956,0.3069306930693069,0.4984984984984985,0.11411411411411411,0.1091091091091091,0.34184184184184185,0.21924746743849485,0.45795795795795796,0.9869855316470492,0.9994082840236687,0.1991991991991992,0.8423423423423424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8957,0.3069306930693069,0.7287287287287287,0.11411411411411411,0.1091091091091091,0.11211211211211211,0.5112234100998146,0.6001001001001001,0.9900859158069747,0.9834834834834835,0.12512512512512514,0.6673649906890131,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8958,0.3069306930693069,0.4984984984984985,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.4300670489830957,0.7527527527527528,0.9899368890341168,0.9674674674674675,0.48348348348348347,0.9618096472465404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8959,0.3069306930693069,0.9204204204204204,0.0,0.97997997997998,0.34184184184184185,0.9188130480023013,0.8270725408187642,0.8814814814814815,0.3433433433433434,0.031031031031031032,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
8967,1.0,0.7287287287287287,0.4974974974974975,0.7352352352352352,0.6691691691691692,0.6027912811666928,0.7962962962962963,0.7539686968455035,0.482982982982983,0.05555555555555555,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8970,0.702970297029703,0.6336336336336337,0.0,0.7352352352352352,0.11211211211211211,0.8513493504498453,0.8608608608608609,0.9885722513661656,0.993993993993994,0.34634634634634637,0.34034034034034033,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8971,0.504950495049505,0.7857857857857857,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.8674550272277121,0.2222222222222222,0.9617195370854797,0.9604604604604605,0.15765765765765766,0.4064064064064064,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8975,1.0,0.4984984984984985,0.0,0.1091091091091091,0.6691691691691692,0.753393521959305,0.7187187187187187,0.9997288503253796,0.9794794794794794,0.8491825158491825,0.3113113113113113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
8983,0.3069306930693069,0.24224224224224222,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.7673334727049071,0.5890890890890891,0.9723990155920704,0.9739739739739739,0.8258258258258258,0.4673932505257805,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8984,0.3069306930693069,0.6336336336336337,0.11411411411411411,1.0,0.11211211211211211,0.14614614614614616,0.5275275275275275,0.9683762955089024,0.9794794794794794,0.07807807807807808,0.8038038038038038,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
8986,0.702970297029703,0.3633633633633634,0.0,0.1091091091091091,0.11211211211211211,0.6479772534543823,0.5475475475475475,0.9599450713173899,0.9739739739739739,0.23473473473473472,0.5295295295295295,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
8992,0.3069306930693069,0.4984984984984985,0.4974974974974975,0.7352352352352352,0.11211211211211211,0.9280691515766508,0.9164164164164164,0.8243117411921926,0.3788788788788789,0.6006006006006006,0.3123123123123123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8994,0.702970297029703,0.4984984984984985,0.11411411411411411,0.97997997997998,0.11211211211211211,0.9666080370813569,0.7067067067067067,0.9972263700164253,0.993993993993994,0.5285285285285285,0.29929929929929927,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
8998,0.702970297029703,0.07707707707707707,0.0,0.1091091091091091,0.6691691691691692,0.9431409509213192,0.3033033033033033,0.9550529502940515,0.8693693693693694,0.501001001001001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9002,0.504950495049505,0.13413413413413414,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.5360254176488675,0.3633633633633634,0.9976959832760938,0.994994994994995,0.17617617617617617,0.6536536536536537,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
9003,0.3069306930693069,0.015015015015015013,0.0,0.3788788788788789,0.6691691691691692,0.8137863940581606,0.47297297297297297,0.9930931861295771,0.996996996996997,0.6366366366366366,0.3537859007832901,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9010,0.3069306930693069,0.2122122122122122,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.4117340739454956,0.9289289289289289,0.892465174555706,0.3973973973973974,0.7247247247247247,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9011,0.3069306930693069,0.3303303303303303,0.0,0.3788788788788789,0.11211211211211211,0.6244057074826306,0.23573573573573575,0.9559270337204586,0.9429429429429429,0.3003003003003003,0.6376376376376376,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9014,0.504950495049505,0.2702702702702703,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.8810940146343873,0.8958958958958959,0.9352970519295839,0.6856856856856857,0.25675675675675674,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9016,0.0,0.6656656656656657,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.9861869107907877,0.4934934934934935,0.9700811491533655,0.8693693693693694,0.7192192192192193,0.2702702702702703,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9017,1.0,0.4984984984984985,0.0,0.7352352352352352,0.34184184184184185,0.867672405030333,0.8798798798798799,0.8728728728728729,0.24024024024024024,0.15765765765765766,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9019,0.504950495049505,0.4984984984984985,0.0,0.3788788788788789,0.34184184184184185,0.23445823445823438,0.5825825825825826,0.9996271691973969,0.9674674674674675,0.34984984984984985,0.7157157157157157,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9021,0.702970297029703,0.4984984984984985,0.11411411411411411,0.7352352352352352,0.11211211211211211,0.7823786163745439,0.4664664664664665,0.971990248511446,0.9976643309976644,0.4079079079079079,0.36236236236236236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9022,0.504950495049505,0.4984984984984985,0.11411411411411411,0.3788788788788789,0.6691691691691692,0.3989039595713003,0.6341341341341341,0.9990509761388287,0.993993993993994,0.6554670023394639,0.7872872872872874,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9026,0.702970297029703,0.8828828828828829,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.767753321034698,0.9059059059059059,0.938044480885518,0.6661661661661662,0.508008008008008,0.5587467362924283,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
9028,0.3069306930693069,0.7287287287287287,0.11411411411411411,0.97997997997998,0.34184184184184185,0.8625554503810715,0.8138138138138138,0.998370630091781,0.9834834834834835,0.7277277277277278,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9031,0.504950495049505,0.2122122122122122,0.0,0.7352352352352352,0.11211211211211211,0.714815166777535,0.44244244244244246,0.9958152725263761,0.9994082840236687,0.577077077077077,0.5005005005005005,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9032,0.504950495049505,0.6336336336336337,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.6376376376376376,0.7787787787787788,0.9871506105587367,0.9429429429429429,0.8629078409193134,0.5765765765765766,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
9034,0.3069306930693069,0.3633633633633634,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.953953953953954,0.4394394394394394,0.9579579579579579,0.9924924924924925,0.11892197663901843,0.3433433433433433,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
9035,0.3069306930693069,0.4984984984984985,0.11411411411411411,0.3788788788788789,0.11211211211211211,0.47924053853377674,0.4264264264264264,0.9832287018885566,0.986986986986987,0.6986986986986987,0.7501590347744194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
9036,0.702970297029703,0.6336336336336337,0.0,0.3788788788788789,0.6691691691691692,0.7587486744432662,0.7167167167167168,0.9791209290309614,0.9429429429429429,0.49699699699699695,0.5735735735735735,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9038,0.504950495049505,0.7857857857857857,0.11411411411411411,0.7352352352352352,0.6691691691691692,0.2872872872872873,0.3258258258258258,0.9946241614111646,0.994994994994995,0.1061061061061061,0.8508508508508509,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9039,0.0,0.18568568568568566,0.11411411411411411,0.7352352352352352,0.34184184184184185,0.7718825926454415,0.7976960773723355,0.9977236075854861,0.9994082840236687,0.6351351351351351,0.5075075075075075,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9042,0.0,0.957957957957958,0.0,0.1091091091091091,0.34184184184184185,0.6181518462369525,0.3743743743743744,0.9817137299203583,0.994994994994995,0.7909937071948244,0.5280055159762272,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
